Entrez_ID	Gene_Symbol	Description
858		caveolin 2
8581		lymphocyte antigen 6 family member D
85865		GTP binding protein 10
859		caveolin 3
86		actin like 6A
860		RUNX family transcription factor 2
8600		TNF superfamily member 11
8601		regulator of G protein signaling 20
8602		NOP14 nucleolar protein
8603		family with sequence similarity 193 member A
8604		solute carrier family 25 member 12
8605	Failed_8605	
8607		RuvB like AAA ATPase 1
8608		retinol dehydrogenase 16
8609		KLF transcription factor 7
861		RUNX family transcription factor 1
8611		phospholipid phosphatase 1
8612		phospholipid phosphatase 2
8613		phospholipid phosphatase 3
8614		stanniocalcin 2
8615	Failed_8615	
8618		calcium dependent secretion activator
862		RUNX1 partner transcriptional co-repressor 1
8620		neuropeptide FF-amide peptide precursor
8621		cyclin dependent kinase 13
8622		phosphodiesterase 8B
8623		acetylserotonin O-methyltransferase like
8624		proteasome assembly chaperone 1
8625		regulatory factor X associated ankyrin containing protein
8626		tumor protein p63
8629	Failed_8629	
863		CBFA2/RUNX1 partner transcriptional co-repressor 3
8630		hydroxysteroid 17-beta dehydrogenase 6
8631		src kinase associated phosphoprotein 1
8633		unc-5 netrin receptor C
8634		RNA 3'-terminal phosphate cyclase
8635		ribonuclease T2
8636		SS nuclear autoantigen 1
8637	Failed_8637	
8638		2'-5'-oligoadenylate synthetase like
8639		amine oxidase copper containing 3
864		RUNX family transcription factor 3
8641		protocadherin gamma subfamily B, 4
8642		dachsous cadherin-related 1
8643		patched 2
8644		aldo-keto reductase family 1 member C3
8645		potassium two pore domain channel subfamily K member 5
8646		chordin
8647		ATP binding cassette subfamily B member 11
8648		nuclear receptor coactivator 1
8649		late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
865		core-binding factor subunit beta
8650	Failed_8650	
8651		suppressor of cytokine signaling 1
8653		DEAD-box helicase 3 Y-linked
8654		phosphodiesterase 5A
8655		dynein light chain LC8-type 1
8658		tankyrase
8659		aldehyde dehydrogenase 4 family member A1
866		serpin family A member 6
8660		insulin receptor substrate 2
8661		eukaryotic translation initiation factor 3 subunit A
86614	Failed_86614	
8662	Failed_8662	
8663		eukaryotic translation initiation factor 3 subunit C
8664		eukaryotic translation initiation factor 3 subunit D
8665		eukaryotic translation initiation factor 3 subunit F
8666		eukaryotic translation initiation factor 3 subunit G
8667	Failed_8667	
8668		eukaryotic translation initiation factor 3 subunit I
8669		eukaryotic translation initiation factor 3 subunit J
867		Cbl proto-oncogene
8671		solute carrier family 4 member 4
8672		eukaryotic translation initiation factor 4 gamma 3
8673		vesicle associated membrane protein 8
8674		vesicle associated membrane protein 4
8675		syntaxin 16
8676		syntaxin 11
8677		syntaxin 10
8678		beclin 1
868		Cbl proto-oncogene B
8681		JMJD7-PLA2G4B readthrough
8682		proliferation and apoptosis adaptor protein 15
8683		serine and arginine rich splicing factor 9
8685		macrophage receptor with collagenous structure
8687		keratin 38
8688		keratin 37
8689		keratin 36
869		cerebellin 1 precursor
8690		JRK like
8692		hyaluronidase 2
8693	Failed_8693	
8694		diacylglycerol O-acyltransferase 1
8697		cell division cycle 23
8698		sphingosine-1-phosphate receptor 4
87		actinin alpha 1
8702		beta-1,4-galactosyltransferase 4
8703		beta-1,4-galactosyltransferase 3
8704	Failed_8704	
8705		beta-1,3-galactosyltransferase 4
8706		beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)
8707		beta-1,3-galactosyltransferase 2
8708		beta-1,3-galactosyltransferase 1
871		serpin family H member 1
8710		serpin family B member 7
8711		tyrosine kinase non receptor 1
8712		PAGE family member 1
8714		ATP binding cassette subfamily C member 3
8715		nucleolar protein 4
8717		TNFRSF1A associated via death domain
87178		polyribonucleotide nucleotidyltransferase 1
8718	Failed_8718	
8720		membrane bound transcription factor peptidase, site 1
8721	Failed_8721	
8722		cathepsin F
8723		sorting nexin 4
8724		sorting nexin 3
8725		URI1 prefoldin like chaperone
8726		embryonic ectoderm development
8727		catenin alpha like 1
8728		ADAM metallopeptidase domain 19
8729		golgi brefeldin A resistant guanine nucleotide exchange factor 1
873		carbonyl reductase 1
8731		RNA guanine-7 methyltransferase
8732		RNA guanylyltransferase and 5'-phosphatase
8733		glycosylphosphatidylinositol anchor attachment 1
8735		myosin heavy chain 13
8736		myomesin 1
8737		receptor interacting serine/threonine kinase 1
8738	Failed_8738	
8739		harakiri, BCL2 interacting protein
874		carbonyl reductase 3
8740		TNF superfamily member 14
8741		TNF superfamily member 13
8742		TNF superfamily member 12
8743		TNF superfamily member 10
8744		TNF superfamily member 9
8745		ADAM metallopeptidase domain 23
8747		ADAM metallopeptidase domain 21
8748	Failed_8748	
8749		ADAM metallopeptidase domain 18
875		cystathionine beta-synthase
8751		ADAM metallopeptidase domain 15
8754		ADAM metallopeptidase domain 9
8756	Failed_8756	
8760		CDP-diacylglycerol synthase 2
8761		poly(A) binding protein cytoplasmic 4
8763		CD164 molecule
8764		TNF receptor superfamily member 14
8766		RAB11A, member RAS oncogene family
8767		receptor interacting serine/threonine kinase 2
8771		TNF receptor superfamily member 6b
8772		Fas associated via death domain
8773		synaptosome associated protein 23
8774		NSF attachment protein gamma
8775		NSF attachment protein alpha
8776		myotubularin related protein 1
87769		gamma-glutamylamine cyclotransferase
8777		multiple PDZ domain crumbs cell polarity complex component
8778		sialic acid binding Ig like lectin 5
8780		RIO kinase 3
8784		TNF receptor superfamily member 18
8785		matrilin 4
8786		regulator of G protein signaling 11
8787	Failed_8787	
8788	Failed_8788	
8789		fructose-bisphosphatase 2
8790		fucose-1-phosphate guanylyltransferase
8792	Failed_8792	
8793		TNF receptor superfamily member 10d
8794		TNF receptor superfamily member 10c
8795		TNF receptor superfamily member 10b
8796	Failed_8796	
8797		TNF receptor superfamily member 10a
8798	Failed_8798	
8799		peroxisomal biogenesis factor 11 beta
88		actinin alpha 2
8800		peroxisomal biogenesis factor 11 alpha
8801		succinate-CoA ligase GDP-forming subunit beta
8802		succinate-CoA ligase GDP/ADP-forming subunit alpha
8803		succinate-CoA ligase ADP-forming subunit beta
8804		cellular repressor of E1A stimulated genes 1
8805	Failed_8805	
8807		interleukin 18 receptor accessory protein
8808		interleukin 1 receptor like 2
8809		interleukin 18 receptor 1
881	Failed_881	
8811		galanin receptor 2
8812		cyclin K
8813	Failed_8813	
8814	Failed_8814	
8815		barrier to autointegration nuclear assembly factor 1
8816		DDB1 and CUL4 associated factor 5
8817		fibroblast growth factor 18
8818		dolichyl-phosphate mannosyltransferase subunit 2, regulatory
8819		Sin3A associated protein 30
8820		HESX homeobox 1
8821		inositol polyphosphate-4-phosphatase type II B
8822	Failed_8822	
8823		fibroblast growth factor 16
8824		carboxylesterase 2
8825	Failed_8825	
8826	Failed_8826	
8828		neuropilin 2
8829		neuropilin 1
883		kynurenine aminotransferase 1
8831		synaptic Ras GTPase activating protein 1
8832		CD84 molecule
8833		guanine monophosphate synthase
8834		transmembrane protein 11
8835		suppressor of cytokine signaling 2
8836		gamma-glutamyl hydrolase
8837	Failed_8837	
8838		cellular communication network factor 6
8839		cellular communication network factor 5
8840		cellular communication network factor 4
8841		histone deacetylase 3
8842		prominin 1
8843		hydroxycarboxylic acid receptor 3
8844		kinase suppressor of ras 1
88455		ankyrin repeat domain 13A
8846		alkB homolog 1, histone H2A dioxygenase
8848		TSC22 domain family member 1
885		cholecystokinin
8850		lysine acetyltransferase 2B
8851		cyclin dependent kinase 5 regulatory subunit 1
8852		A-kinase anchoring protein 4
8853		ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
8854		aldehyde dehydrogenase 1 family member A2
8856		nuclear receptor subfamily 1 group I member 2
8858		protein Z, vitamin K dependent plasma glycoprotein
8859		winged helix repair factor 1
886		cholecystokinin A receptor
8861		LIM domain binding 1
8862		apelin
8863		period circadian regulator 3
8864		period circadian regulator 2
8867		synaptojanin 1
8869		ST3 beta-galactoside alpha-2,3-sialyltransferase 5
887	Failed_887	
8870		immediate early response 3
8871		synaptojanin 2
8872		cell division cycle 123
8874		Rho guanine nucleotide exchange factor 7
88745	Failed_88745	
8875		vanin 2
8876		vanin 1
8877		sphingosine kinase 1
8878	Failed_8878	
8879		sphingosine-1-phosphate lyase 1
8880		far upstream element binding protein 1
8881		cell division cycle 16
8882		ZPR1 zinc finger
8883		NEDD8 activating enzyme E1 subunit 1
8884		solute carrier family 5 member 6
8886		DEAD-box helicase 18
8887	Failed_8887	
8888		minichromosome maintenance complex component 3 associated protein
889		KRIT1 ankyrin repeat containing
8890		eukaryotic translation initiation factor 2B subunit delta
8891		eukaryotic translation initiation factor 2B subunit gamma
8892		eukaryotic translation initiation factor 2B subunit beta
8893		eukaryotic translation initiation factor 2B subunit epsilon
8894		eukaryotic translation initiation factor 2 subunit beta
8895		copine 3
8896		BUD31 homolog
8897		myotubularin related protein 3
8898		myotubularin related protein 2
8899		pre-mRNA processing factor kinase PRP4K
89		actinin alpha 3
890		cyclin A2
8900		cyclin A1
8904		copine 1
8905		adaptor related protein complex 1 subunit sigma 2
8906		adaptor related protein complex 1 subunit gamma 2
8907		adaptor related protein complex 1 subunit mu 1
8908		glycogenin 2
8909		endonuclease, poly(U) specific
891		cyclin B1
8910		sarcoglycan epsilon
8911		calcium voltage-gated channel subunit alpha1 I
8912		calcium voltage-gated channel subunit alpha1 H
89122		tripartite motif containing 4
8913		calcium voltage-gated channel subunit alpha1 G
8914	Failed_8914	
8915		BCL10 immune signaling adaptor
8916		HECT and RLD domain containing E3 ubiquitin protein ligase 3
892		cyclin C
8924		HECT and RLD domain containing E3 ubiquitin protein ligase 2
8925		HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
8926		SNRPN upstream open reading frame
8927		bassoon presynaptic cytomatrix protein
8928	Failed_8928	
8929		paired like homeobox 2B
8930		methyl-CpG binding domain 4, DNA glycosylase
8932		methyl-CpG binding domain protein 2
8933		retrotransposon Gag like 8C
8934		RAB29, member RAS oncogene family
8935		src kinase associated phosphoprotein 2
8936		WASP family member 1
8938	Failed_8938	
8939		far upstream element binding protein 3
894		cyclin D2
8940	Failed_8940	
8941		cyclin dependent kinase 5 regulatory subunit 2
8942		kynureninase
8943		adaptor related protein complex 3 subunit delta 1
8945		beta-transducin repeat containing E3 ubiquitin protein ligase
896		cyclin D3
8968		H3 clustered histone 7
8969		H2A clustered histone 11
8970		H2B clustered histone 11
8971		H1.10 linker histone
8972		maltase-glucoamylase
8973		cholinergic receptor nicotinic alpha 6 subunit
8974		prolyl 4-hydroxylase subunit alpha 2
8975		ubiquitin specific peptidase 13
8976		WASP like actin nucleation promoting factor
89765		radial spoke head component 1
89766		uromodulin like 1
89777		serpin family B member 12
89778		serpin family B member 11
89780		Wnt family member 3A
89781		HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
89790		sialic acid binding Ig like lectin 10
89792	Failed_89792	
89795		neuron navigator 3
89796		neuron navigator 1
89797		neuron navigator 2
898		cyclin E1
89801		protein phosphatase 1 regulatory subunit 3F
89822	Failed_89822	
89832		CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
89839		Rho GTPase activating protein 11B
89845		ATP binding cassette subfamily C member 10
89846		FYVE, RhoGEF and PH domain containing 3
89848		FCH and double SH3 domains 1
89849	Failed_89849	
8985		procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
89853		multivesicular body subunit 12B
89857		kelch like family member 6
89858		sialic acid binding Ig like lectin 12
8986		ribosomal protein S6 kinase A4
89866		SEC16 homolog B, endoplasmic reticulum export factor
89869		phospholipase C zeta 1
8987		starch binding domain 1
89870		tripartite motif containing 15
89872		aquaporin 10
89874		solute carrier family 25 member 21
89876		cilia and flagella associated protein 91
8988	Failed_8988	
89882		TPD52 like 3
89884		LIM homeobox 4
89885		fetal and adult testis expressed 1
89887		zinc finger protein 628
8989		transient receptor potential cation channel subfamily A member 1
89890		kelch repeat and BTB domain containing 6
89891		dynein 2 intermediate chain 2
89894		transmembrane protein 116
899		cyclin F
8991		selenium binding protein 1
89910		ubiquitin protein ligase E3B
8992		ATPase H+ transporting V0 subunit e1
89927		bMERB domain containing 1
8993		peptidoglycan recognition protein 1
89932		papilin, proteoglycan like sulfated glycoprotein
8994		LIM domain containing 1
89941		ras homolog family member T2
89944		galactosidase beta 1 like 2
8995		TNF superfamily member 18
89953		kinesin light chain 4
89958		suppressor APC domain containing 2
8996		nucleolar protein 3
8997		kalirin RhoGEF kinase
89970		ring finger and SPRY domain containing 1
89978		diphthamine biosynthesis 6
8999		cyclin dependent kinase like 2
9		N-acetyltransferase 1
90		activin A receptor type 1
900		cyclin G1
90007		midnolin
9001		huntingtin associated protein 1
90019		synaptotagmin 8
9002		F2R like thrombin or trypsin receptor 3
